ID|Kraj|Kod|Miasto|Ulica|NrDomu|NrLokalu|Wojewodztwo|Powiat|Gmina
A1477755|PL|80-241[80-540]|Gdańsk|al.[ul.Grunwaldzka 46]|46[]||POMORSKIE[]|Gdańsk[]|Gdańsk[]
A1477769|PL|82-300|Elbląg|al.[ul.Grunwaldzka 57]|57[]||WARMIŃSKO-MAZURSKIE[]|Elbląg[]|Elbląg[]
A1477772|PL|82-300|Elbląg|al.[ul.Grunwaldzka 57]|57[]||WARMIŃSKO-MAZURSKIE[]|Elbląg[]|Elbląg[]
A1477785|PL|70-555|Szczecin|ul.[Al.Wyzwolenia 12/14]|12/14[]||ZACHODNIOPOMORSKIE[]|Szczecin[]|Szczecin[]
A1477823|PL|80-264|Gdańsk|al.[ul.Grunwaldzka 135]|135[]||POMORSKIE[]|Gdańsk[]|Gdańsk[]
A1477882|PL|70-555|Szczecin|ul.[al.Wyzwolenia 12/14]|12/14[]||ZACHODNIOPOMORSKIE[]|Szczecin[]|Szczecin[]
A1477940|PL|25-516|Kielce|al.[ul.IX Wieków Kielc 2A]|2A[]||ŚWIĘTOKRZYSKIE[]|Kielce[]|Kielce[]
A1477985|PL|27-400|Ostrowiec Świętokrzyski|[ul.Rynek 10]|10[]||ŚWIĘTOKRZYSKIE[]|ostrowiecki[]|Ostrowiec Świętokrzyski[]
A1604021|PL|38-200|Jasło|[ul.Rynek]|17||PODKARPACKIE[]|jasielski[]|Jasło[]
A1615001|PL|32-700[32-765]|Krzeczów[Rzezawa]|[Krzeczów]|328||MAŁOPOLSKIE[]|bocheński[]|Rzezawa[]
A1615389|PL|38-211[38-200]|Jabłonica||59a||PODKARPACKIE[]|jasielski[]|Skołyszyn[]
A1615587|PL|27-320[27-330]|Pawłowice|[Pawłowice]|41||MAZOWIECKIE[]|lipski[]|Solec nad Wisłą[]
A1615687|PL|34-700|Rabka-Zdrój|ul.[os.Traczykówka]|74||MAŁOPOLSKIE[]|nowotarski[]|Rabka-Zdrój[]
A1615949|PL|33-330|Grybów|ul.[os.Równie]|46||MAŁOPOLSKIE|nowosądecki|Grybów
A1616284|PL|32-433[32-443]|Lubień||368||MAŁOPOLSKIE[]|myślenicki[]|Lubień[]
A1616381|PL|37-564[37-560]|Jodłówka||371||PODKARPACKIE[]|jarosławski[]|Pruchnik[]
A1616681|PL|32-410[32-422]|Stadniki|[Stadniki]|92||MAŁOPOLSKIE[]|myślenicki[]|Dobczyce[]
A1623277|PL|34-500|Zakopane|os.[ul.Krzeptówki]|6a||MAŁOPOLSKIE[]|tatrzański[]|Zakopane[]
A1627777|PL|32-200|Miechów|[ul.Rynek]|3||MAŁOPOLSKIE[]|miechowski[]|Miechów[]
A1628375|PL|05-090|Sękocin Nowy|ul.[Al.Krakowska]|81||MAZOWIECKIE[]|pruszkowski[]|Raszyn[]
A1631623|PL|61-772[61-722]|Poznań|[ul.Stary Rynek 68]|68[]||WIELKOPOLSKIE[]|Poznań[]|Poznań[]
A1632995|PL|05-090|Sękocin Stary|ul.[al.Krakowska 116]|116[]||MAZOWIECKIE[]|pruszkowski[]|Raszyn[]
A1636304|PL|27-320[27-330]|Glina|[Glina]|31||MAZOWIECKIE[]|lipski[]|Solec nad Wisłą[]
A1640808|PL|34-500|Zakopane|ul.[os.Rybkówka]|1A||MAŁOPOLSKIE[]|tatrzański[]|Zakopane[]
A1640903|PL|33-350|Piwniczna-Zdrój[Piwniczna Zdrój]|[os.Śmigowskie]|27||MAŁOPOLSKIE[]|nowosądecki[]|Piwniczna-Zdrój[]
A1641053|PL|32-112[32-107]|Klimontów||314||MAŁOPOLSKIE[]|proszowicki[]|Proszowice[]
A1641606|PL|32-540[32-541]|Trzebinia||20||MAŁOPOLSKIE[]|chrzanowski[]|Trzebinia[]
A1641655|PL|32-540[32-541]|Trzebinia||31|17|MAŁOPOLSKIE[]|chrzanowski[]|Trzebinia[]
A1643242|PL|32-410[32-422]|Stadniki||149|0|MAŁOPOLSKIE[]|myślenicki[]|Dobczyce[]
A1643341|PL|32-070[32-010]|Czernichów|[Czernichów]|6||MAŁOPOLSKIE[]|krakowski[]|Czernichów[]
A1644161|PL|32-410[32-422]|Stadniki||47||MAŁOPOLSKIE[]|myślenicki[]|Dobczyce[]
A1652031|PL|27-320[27-330]|Glina|[GLINA]|44||MAZOWIECKIE[]|lipski[]|Solec nad Wisłą[]
A1652710|PL|30-224|Kraków|al.[ul.Modrzewiowa 7A]|7A[]||MAŁOPOLSKIE|Kraków|Kraków
A1655553|PL|47-330|Zdzieszowice|ul.[Os.Piastów]|2E|13|OPOLSKIE[]|krapkowicki[]|Zdzieszowice[]
A1656598|PL|66-305[66-300]|Wysoka||45||LUBUSKIE|międzyrzecki|Międzyrzecz
A1658839|PL|32-410[32-422]|Stadniki||149||MAŁOPOLSKIE[]|myślenicki[]|Dobczyce[]
A1661735|PL|36-002[36-001]|Jasionka||911||PODKARPACKIE[]|rzeszowski[]|Trzebownisko[]
A1664725|PL|32-540[32-541]|Czyżówka||27||MAŁOPOLSKIE[]|chrzanowski[]|Trzebinia[]
A1665048|PL|06-404[06-406]|Wilkowo|[Wilkowo]|13||MAZOWIECKIE[]|ciechanowski[]|Opinogóra Górna[]
A1668873|PL|09-209[09-210]|Kozłówko|[KOZŁÓWKO]|6||MAZOWIECKIE|płocki|Drobin
A1681801|PL|34-500|Zakopane|ul.[oś.Choćkowskie]|1a||MAŁOPOLSKIE|tatrzański|Zakopane
A1682276|PL|23-420|Różaniec Pierwszy[Różaniec]|[Różaniec Pierwszy]|146||LUBELSKIE[]|biłgorajski[]|Tarnogród[]
A1684170|PL|23-420|Różaniec Pierwszy[Różaniec]|[Różaniec Pierwszy]|64||LUBELSKIE[]|biłgorajski[]|Tarnogród[]
A1686722|PL|32-540[32-541]|Trzebinia||69|4|MAŁOPOLSKIE[]|chrzanowski[]|Trzebinia[]
A1686726|PL|38-211[38-200]|Jabłonica||86||PODKARPACKIE[]|jasielski[]|Skołyszyn[]
A1687024|PL|23-420|Różaniec Drugi[Różaniec]|[Różaniec Drugi]|49||LUBELSKIE[]|biłgorajski[]|Tarnogród[]
A1687355|PL|38-211[38-200]|Jabłonica||3||PODKARPACKIE[]|jasielski[]|Skołyszyn[]
A1688640|PL|32-410[32-422]|Stadniki||128||MAŁOPOLSKIE[]|myślenicki[]|Dobczyce[]
A1689268|PL|32-500[32-501]|Chrzanów[Chrzanow]||Ul.Jara|5|MAŁOPOLSKIE[]|chrzanowski[]|Chrzanów[]
A1696717|PL|25-150|Kielce|ul.[OS.bARWINEK]|2|71|ŚWIĘTOKRZYSKIE[]|Kielce[]|Kielce[]
A1703845|PL|34-500|Zakopane|ul.[os.Bachledzki Wierch]|7|1|MAŁOPOLSKIE|tatrzański|Zakopane
A1709754|PL|38-211[38-200]|Jabłonica||31||PODKARPACKIE[]|jasielski[]|Skołyszyn[]
A1711512|PL|38-211[38-200]|Jabłonica||151||PODKARPACKIE[]|jasielski[]|Skołyszyn[]
A1711969|PL|02-777|Warszawa|al.[ul.Komisji Edukacji Narodowej]|83|103|MAZOWIECKIE[]|Warszawa[]|Warszawa[]
A1713062|PL|32-327[32-300]|Zawada||61||MAŁOPOLSKIE[]|olkuski[]|Olkusz[]
A1714241|PL|38-211[38-200]|Jabłonica||3||PODKARPACKIE[]|jasielski[]|Skołyszyn[]
A1714274|PL|32-436[32-426]|Tokarnia||229||MAŁOPOLSKIE[]|myślenicki[]|Tokarnia[]
A1722269|PL|65-109[65-001]|Zielona Góra|ul.[al.Zjednoczenia]|102|B|LUBUSKIE[]|Zielona Góra[]|Zielona Góra[]
A1723065|PL|34-220|Maków Podhalański|os.[ul.Makowska Góra 20]|20[]||MAŁOPOLSKIE[]|suski[]|Maków Podhalański[]
A1727869|PL|26-220[26-206]|Krasna|[Krasna]|46||ŚWIĘTOKRZYSKIE[]|konecki[]|Stąporków[]
A1733925|PL|34-604[34-606]|Stronie||214||MAŁOPOLSKIE[]|limanowski[]|Łukowica[]
A1736093|PL|38-211[38-200]|Jabłonica||44a||PODKARPACKIE[]|jasielski[]|Skołyszyn[]
A1739021|PL|50-424[53-015]|Wrocław|ul.[al.krakowska]|59||DOLNOŚLĄSKIE[]|Wrocław[]|Wrocław[]
A1741073|PL|32-600|Oświęcim|al.[ul.Tysiąclecia 55/7]|55/7[]||MAŁOPOLSKIE[]|oświęcimski[]|Oświęcim[]
A1746949|PL|85-036|Bydgoszcz|pl.[ul.Wełniany Rynek 11]|11[]||KUJAWSKO-POMORSKIE[]|Bydgoszcz[]|Bydgoszcz[]
A1747572|PL|23-420|Różaniec Drugi[Różaniec]|[Różaniec Drugi]|37||LUBELSKIE[]|biłgorajski[]|Tarnogród[]
A1748648|PL|71-421|Szczecin|ul.[Al.Wyzwolenia]|99|14|ZACHODNIOPOMORSKIE[]|Szczecin[]|Szczecin[]
A1756255|PL|59-300[59-311]|Lubin||69g||DOLNOŚLĄSKIE[]|lubiński[]|Lubin[]
A1756970|PL|23-420|Różaniec Pierwszy[Różaniec]|[Różaniec Pierwszy]|64||LUBELSKIE[]|biłgorajski[]|Tarnogród[]
A1758209|PL|34-500|Zakopane|ul.[os.Łukaszówki]|5|38|MAŁOPOLSKIE[]|tatrzański[]|Zakopane[]
A1758560|PL|25-150|Kielce|ul.[os.Barwinek]|1|28|ŚWIĘTOKRZYSKIE|Kielce|Kielce
A1761420|PL|38-211[38-200]|Jabłonica||164||PODKARPACKIE[]|jasielski[]|Skołyszyn[]
A1769840|PL|36-054[36-072]|Rudna Mała||481||PODKARPACKIE[]|rzeszowski[]|Głogów Małopolski[]
A1778710|PL|28-366|Małogoszcz|[os.Osiedle]|1A|19|ŚWIĘTOKRZYSKIE[]|jędrzejowski[]|Małogoszcz[]
A1778998|PL|37-564[37-560]|Jodłówka[Jodłowka]||208a||PODKARPACKIE[]|jarosławski[]|Pruchnik[]
A1782914|PL|32-327[32-300]|Zawada||101||MAŁOPOLSKIE[]|olkuski[]|Olkusz[]
A1783038|PL|38-211[38-200]|Jabłonica||33||PODKARPACKIE[]|jasielski[]|Skołyszyn[]
A1785650|PL|32-435[32-432]|Krzczonów||22||MAŁOPOLSKIE[]|myślenicki[]|Tokarnia[]
A1789123|PL|34-480[34-460]|Zawodzie||11a||MAŁOPOLSKIE[]|nowotarski[]|Jabłonka[]
A1790718|PL|61-772[61-722]|Poznań|[ul.Stary Rynek 77]|77[]||WIELKOPOLSKIE[]|Poznań[]|Poznań[]
A1796481|PL|37-125[37-126]|Zalesie[MEDYNIA GLOGOWSKA]|[Zalesie]|262a||PODKARPACKIE[]|łańcucki[]|Czarna[]
A1799594|PL|05-090|Raszyn|ul.[Al.Krakowska]|24a||MAZOWIECKIE[]|pruszkowski[]|Raszyn[]
A1803798|PL|23-420|Różaniec Drugi[Różaniec]|[Różaniec Drugi]|134||LUBELSKIE[]|biłgorajski[]|Tarnogród[]
A1806599|PL|09-413[09-411]|Sikórz|[Sikórz]|121||MAZOWIECKIE[]|płocki[]|Brudzeń Duży[]
A1811943|PL|37-125[37-126]|Zalesie[MEDYNIA GŁOGOWSKA]|[Zalesie]|262A||PODKARPACKIE[]|łańcucki[]|Czarna[]
A1815403|PL|24-100|Puławy|al.[ul.Partyzantów 44]|44[]||LUBELSKIE[]|puławski[]|Puławy[]
A1815834|PL|38-211[38-200]|Jabłonica||103||PODKARPACKIE[]|jasielski[]|Skołyszyn[]
A1816168|PL|33-336[33-380]|Krzyżówka||13||MAŁOPOLSKIE[]|nowosądecki[]|Łabowa[]
A1816501|PL|37-110|Kopanie Żołyńskie[ŻOŁYNIA]|[Kopanie Żołyńskie]|68||PODKARPACKIE[]|łańcucki[]|Żołynia[]
A1826166|PL|38-211[38-200]|Jabłonica||86||PODKARPACKIE[]|jasielski[]|Skołyszyn[]
A1826418|PL|38-211[38-200]|Jabłonica||168||PODKARPACKIE[]|jasielski[]|Skołyszyn[]
A1826537|PL|32-445[32-455]|Krzyszkowice||227||MAŁOPOLSKIE[]|myślenicki[]|Myślenice[]
A1829191|PL|19-507[19-508]|Główka|[Główka]|18||WARMIŃSKO-MAZURSKIE[]|gołdapski[]|Gołdap[]
A1830635|PL|32-410[32-422]|Stadniki||149||MAŁOPOLSKIE[]|myślenicki[]|Dobczyce[]
A1835453|PL|05-090|Raszyn|ul.[Al.Krakowska]|39||MAZOWIECKIE[]|pruszkowski[]|Raszyn[]
A1847570|PL|32-410[32-422]|Stadniki||39||MAŁOPOLSKIE[]|myślenicki[]|Dobczyce[]
A1848912|PL|05-340|Karpiska|ul.[os.Lotników]|2||MAZOWIECKIE[]|otwocki[]|Kołbiel[]
A1851605|PL|65-109[65-120]|Zielona Góra|ul.[Al.Zjednoczenia]|128|36|LUBUSKIE[]|Zielona Góra[]|Zielona Góra[]
A18519|PL|32-085[32-088]|Giebułtów||197||MAŁOPOLSKIE|krakowski[KRAKÓW]|Wielka Wieś[KRAKÓW]
A1853153|PL|33-350|Piwniczna-Zdrój|[os.Sucha Dolina]|20b||MAŁOPOLSKIE[]|nowosądecki[]|Piwniczna-Zdrój[]
A1854348|PL|39-460|Alfredówka[Nowa Dęba]|[Alfredówka]|181||PODKARPACKIE[]|tarnobrzeski[]|Nowa Dęba[]
A1858401|PL|32-744[32-745]|Gierczyce||103||MAŁOPOLSKIE[]|bocheński[]|Bochnia[]
A1861531|PL|92-701|Dąbrowa[ŁODŹ]|[Dąbrowa]|17c||ŁÓDZKIE|łódzki wschodni[ŁÓDŹ]|Nowosolna[ŁÓDŹ]
A1866744|PL|05-090|Raszyn|ul.[Al.Krakowska]|5||MAZOWIECKIE[]|pruszkowski[]|Raszyn[]
A1872097|PL|25-150|Kielce|ul.[Oś.Barwinek]|13|37|ŚWIĘTOKRZYSKIE[]|Kielce[]|Kielce[]
A1875692|PL|23-420|Różaniec Drugi[Różaniec]|[Różaniec Drugi]|134||LUBELSKIE|biłgorajski|Tarnogród
A1880192|PL|05-090|Sękocin Nowy|ul.[Al.Krakowska]|55||MAZOWIECKIE[]|pruszkowski[]|Raszyn[]
A1880569|PL|67-231[67-210]|Głogów||57||DOLNOŚLĄSKIE|głogowski|Głogów[Kotla]
A1882589|PL|32-410[32-422]|Stadniki||65||MAŁOPOLSKIE|myślenicki[]|Dobczyce[]
A1893763|PL|37-564[37-560]|Jodłówka||9||PODKARPACKIE[]|jarosławski[]|Pruchnik[]
A1895633|PL|23-302|Godziszów Pierwszy[Godziszów]|[Godziszów Pierwszy]|160||LUBELSKIE[]|janowski[]|Godziszów[]
A1896158|PL|38-211[38-200]|Jabłonica||44 a||PODKARPACKIE[]|jasielski[]|Skołyszyn[]
A1897926|PL|32-744[32-745]|Moszczenica||45||MAŁOPOLSKIE[]|bocheński[]|Bochnia[]
A1909762|PL|58-112[58-100]|Grodziszcze||75A||DOLNOŚLĄSKIE[]|świdnicki[]|Świdnica[]
A1915622|PL|33-250[33-240]|Gorzyce||160||MAŁOPOLSKIE[]|tarnowski[]|Żabno[]
A1915991|PL|32-854[32-864]|Doły||193||MAŁOPOLSKIE[]|brzeski[]|Dębno[]
A1919572|PL|28-363|Węgleszyn[Oksa]|[Węgleszyn]|175A||ŚWIĘTOKRZYSKIE[]|jędrzejowski[]|Oksa[]
A1919950|PL|32-046[32-043]|Nowa Wieś||110|110|MAŁOPOLSKIE[]|krakowski[]|Skała[]
A1920059|PL|32-046[32-043]|Nowa Wieś||10||MAŁOPOLSKIE[]|krakowski[]|Skała[]
A1920127|PL|38-400[38-458]|Krosno||239|239|PODKARPACKIE[]|Krosno[]|Krosno[]
A1922646|PL|32-840|Zakliczyn|[Ul.Rynek]|13||MAŁOPOLSKIE[]|tarnowski[]|Zakliczyn[]
A1935018|PL|32-084[32-060]|Morawica|[MORAWICA]|306||MAŁOPOLSKIE[]|krakowski[]|Liszki[]
A1939543|PL|33-330|Grybów|ul.[os.Strzylawki]|35||MAŁOPOLSKIE|nowosądecki|Grybów
A1940950|PL|28-100|Radzanów[Busko-Zdrój]|[Radzanów]|53||ŚWIĘTOKRZYSKIE|buski|Busko-Zdrój
A1942154|PL|24-120|Kazimierz Dolny|[ul.Dąbrówka]|87c||LUBELSKIE[]|puławski[]|Kazimierz Dolny[]
A1962557|PL|23-302|Godziszów Pierwszy[Godziszów]|[Godziszów Pierwszy]|87B||LUBELSKIE[]|janowski[]|Godziszów[]
A1962566|PL|38-211[38-200]|Jabłonica||113B||PODKARPACKIE[]|jasielski[]|Skołyszyn[]
A1962796|PL|30-698[30-699]|Golkowice|[GOLKOWICE]|38||MAŁOPOLSKIE|wielicki[KRAKÓW]|Wieliczka[KRAKÓW-PODGÓRZE]
A1962905|PL|09-162[09-152]|Zaborowo|[Zaborowo]|112a||MAZOWIECKIE[]|płoński[]|Naruszewo[]
A1963593|PL|32-500|Chrzanów|[ul.Rynek]|3|4|MAŁOPOLSKIE[]|chrzanowski[]|Chrzanów[]
A1965345|PL|98-220|Kłady[Zduńska Wola]|[Kłady]|13b||ŁÓDZKIE[]|zduńskowolski[]|Zduńska Wola[]
A1965346|PL|33-132|Niedomice|[ul.Osiedle]|12|4|MAŁOPOLSKIE[]|tarnowski[]|Żabno[]
A1971422|PL|32-410[32-422]|Stadniki||203||MAŁOPOLSKIE[]|myślenicki[]|Dobczyce[]
A1988420|PL|32-700|Bochnia|ul.[os.Kurów]|92|92|MAŁOPOLSKIE[]|bocheński[]|Bochnia[]
A1988593|PL|32-327[32-300]|Zawada||112b||MAŁOPOLSKIE[]|olkuski[]|Olkusz[]
A2773|PL|32-566[32-550]|Regulice||219||MAŁOPOLSKIE|chrzanowski|Alwernia[CHRZANÓW]
A32154|PL|00-681|Warszawa|ul.[al.Hoźa]|69||MAZOWIECKIE[ŁÓDZKIE]|Warszawa[WIELUŃSKI]|Warszawa[WIERZCHLAS]
A32528|PL|71-506[71-510]|Szczecin|ul.[al.Wyzwolenia]|70||ZACHODNIOPOMORSKIE[ŁÓDZKIE]|Szczecin[WIELUŃSKI]|Szczecin[WIERZCHLAS]
AP1399587|PL|13-200[13-214]|Ruszkowo|[RUSZKOWO]|18||WARMIŃSKO-MAZURSKIE[]|działdowski[]|Działdowo[]
TU1414601|PL|34-500|Zakopane|ul.[Oś. Gubałówka]|190||MAŁOPOLSKIE|tatrzański|Zakopane
ZA1214005|PL|32-020[32-021]|Janowice|[JANOWICE]|3||MAŁOPOLSKIE|wielicki|Wieliczka
ZA1257274|PL|25-150[25-151]|Kielce|ul.[os.Barwinek]|23|22|ŚWIĘTOKRZYSKIE|Kielce|Kielce
ZA1316011|PL|28-330[28-331]|Brzeście||13||ŚWIĘTOKRZYSKIE|jędrzejowski|Wodzisław[JĘDRZEJÓW]
ZA1414601|PL|34-500|Zakopane|ul.[Oś. Gubałówka]|190||MAŁOPOLSKIE|tatrzański|Zakopane
ZA1612919|PL|34-122[34-123]|Wieprz||179||MAŁOPOLSKIE|wadowicki|Wieprz[WADOWICE]
