ID|Komunikat|Kod_Źródło|Kod_Wynik|Miasto_Źródło|Miasto_Wynik|Ulica_Źródło|Ulica_Wynik|Budynek_Źródło|Budynek_Wynik|Lokal_Źródło|Lokal_Wynik|Wojewodztwo_Źródło|Wojewodztwo_Wynik|Powiat_Źródło|Powiat_Wynik|Gmina_Źródło|Gmina_Wynik
A1345886|Błędna nazwa ulicy 'Manifestu Lipcowego'|25-430|25-430|KIELCE|Kielce|*|Manifestu Lipcowego|||||*|ŚWIĘTOKRZYSKIE|*|Kielce|*|Kielce
A1191227|Błędna nazwa ulicy 'Maniow'|33-203|33-203|BORKI|Borki|*|Maniow|29|29|||*ŁÓDZKIE|MAŁOPOLSKIE|*WIELUŃSKI|dąbrowski|*WIERZCHLAS|Szczucin
A7782|Błędna nazwa ulicy 'MARCINA BORELOWSKIEGO LELEWELA'|30-108|30-108|KRAKÓW|Kraków|*|MARCINA BORELOWSKIEGO LELEWELA|17|17|15|15|MAŁOPOLSKIE|MAŁOPOLSKIE|KRAKÓW|Kraków|KRAKÓW|Kraków
A7956|Błędna nazwa ulicy 'Marszałka Pilsudskiego'|37-200|37-200|PRZEWORSK|Przeworsk|*|Marszałka Pilsudskiego|7|7|||PODKARPACKIE|PODKARPACKIE|PRZEWORSKI|przeworski|PRZEWORSK|Przeworsk
T18719|Błędna nazwa ulicy 'Maszyce'|32-324|32-324|*Ojcow|Ojców|*|Maszyce|51|51|||*|MAŁOPOLSKIE|*|krakowski|*|Skała
A2465|Błędna nazwa ulicy 'Matematyków'|||Kraków|Kraków|*|Matematyków|75|75|||MAŁOPOLSKIE|MAŁOPOLSKIE|KRAKÓW|Kraków|KRAKÓW|Kraków
A1171010|Błędna nazwa ulicy 'Memminger'|||*NIEMCY -AUGSBURG|Niemcz|*|Memminger|Str.14|Str.14|||*ŁÓDZKIE|KUJAWSKO-POMORSKIE|*WIELUŃSKI|bydgoski|*WIERZCHLAS|Osielsko
A1349480|Błędna nazwa ulicy 'Miasto n.P Tomaszowska'|26-420|26-420|*NOWE MIASTO N.P|Nowe Miasto nad Pilicą|*|Miasto n.P Tomaszowska|27|27|1|1|MAZOWIECKIE|MAZOWIECKIE|*|grójecki|*|Nowe Miasto nad Pilicą
A1349479|Błędna nazwa ulicy 'Miasto n.Pilicą Leśna'|26-420|26-420|*NOWE MIASTO N.PILICĄ|Nowe Miasto nad Pilicą|*|Miasto n.Pilicą Leśna|9|9|||MAZOWIECKIE|MAZOWIECKIE|*|grójecki|*|Nowe Miasto nad Pilicą
A18322|Błędna nazwa ulicy 'Michałowice I'|32-091|32-091|MICHAŁOWICE|Michałowice|*|Michałowice I|146|146|||MAŁOPOLSKIE|MAŁOPOLSKIE|*KRAKÓW|krakowski|*KRAKÓW|Michałowice
A1353360|Błędna nazwa ulicy 'Mielczarskiwgo'|97-400|97-400|BEŁCHATÓW|Bełchatów|*|Mielczarskiwgo|15|15|||*|ŁÓDZKIE|*|bełchatowski|*|Bełchatów
A1345283|Błędna nazwa ulicy 'Mieszka I - Solskiego'|72-400|72-400|KAMIEŃ POMORSKI|Kamień Pomorski|*|Mieszka I - Solskiego|||||*|ZACHODNIOPOMORSKIE|*|kamieński|*|Kamień Pomorski
A1349491|Błędna nazwa ulicy 'Miękinia'|32-065|32-065|*KRZESZOWICE MIĘKINIA|Krzeszowice|*|Miękinia|290|290|||MAŁOPOLSKIE|MAŁOPOLSKIE|*|krakowski|*|Krzeszowice
A1176184|Błędna nazwa ulicy 'Mikułowice'|28-100|28-100|BUSKO-ZDRÓJ|Busko-Zdrój|*|Mikułowice|119|119|||ŚWIĘTOKRZYSKIE|ŚWIĘTOKRZYSKIE|BUSKI|buski|BUSKO-ZDRÓJ|Busko-Zdrój
T19103|Błędna nazwa ulicy 'Mnikow'|32-084|32-084|Morawica|Morawica|*|Mnikow|18|18|||*|MAŁOPOLSKIE|*|krakowski|*|Liszki
A1620722|Błędna nazwa ulicy 'Monluszki'|43-400|43-400|CIESZYN|Cieszyn|*|Monluszki|4|4|||*|ŚLĄSKIE|*|cieszyński|*|Cieszyn
A1175398|Błędna nazwa ulicy 'Monte Casino'|41-221|41-221|SOSNOWIEC|Sosnowiec|*|Monte Casino|44|44|84|84|ŚLĄSKIE|ŚLĄSKIE|SOSNOWIEC|Sosnowiec|SOSNOWIEC|Sosnowiec
A1350862|Błędna nazwa ulicy 'morowska'|36-110|36-110|MAJDAN KRÓLEWSKI|Majdan Królewski|*|morowska|158|158|||*|PODKARPACKIE|*|kolbuszowski|*|Majdan Królewski
A1353222|Błędna nazwa ulicy 'Mroczków Gościnny'|35-101|35-101|OPOCZNO|Opoczno|*|Mroczków Gościnny|7|7|10|10|*|ŁÓDZKIE|*|opoczyński|*|Opoczno
A1797|Błędna nazwa ulicy 'Na Blonie'|30-147|30-147|*Krakow|Kraków|*|Na Blonie|9a|9a|364|364|MAŁOPOLSKIE|MAŁOPOLSKIE|KRAKÓW|Kraków|KRAKÓW|Kraków
A14348|Błędna nazwa ulicy 'Na Blonie'|30-147|30-147|*KRAKOW|Kraków|*|Na Blonie|11a|11a|96|96|*ŁÓDZKIE|MAŁOPOLSKIE|*WIELUŃSKI|Kraków|*WIERZCHLAS|Kraków
A1182154|Błędna nazwa ulicy 'Na Blonie'|||*KRAKOW|Kraków|*|Na Blonie|11|11|12|12|*ŁÓDZKIE|MAŁOPOLSKIE|*WIELUŃSKI|Kraków|*WIERZCHLAS|Kraków
A1350825|Błędna nazwa ulicy 'Nagórzany'|38-506|38-506|NOWOTANIEC|Nowotaniec|*|Nagórzany|51|51|||*|PODKARPACKIE|*|sanocki|*|Bukowsko
A1190371|Błędna nazwa ulicy 'Naprawa'|34-785|34-785|*JORDANOW|Jordanów|*|Naprawa|65|65|||*ŁÓDZKIE|MAŁOPOLSKIE|*WIELUŃSKI|suski|*WIERZCHLAS|Jordanów
A1190577|Błędna nazwa ulicy 'Naukowskich'|20-470|20-470|LUBLIN|Lublin|*|Naukowskich|96|96|||*ŁÓDZKIE|LUBELSKIE|*WIELUŃSKI|Lublin|*WIERZCHLAS|Lublin
A1353380|Błędna nazwa ulicy 'Nawjowska'|33-300|33-300|NOWY SĄCZ|Nowy Sącz|*|Nawjowska|49|49|||*|MAŁOPOLSKIE|*|Nowy Sącz|*|Nowy Sącz
A8670|Błędna nazwa ulicy 'Niecala'|32-080|32-080|*Zabierzow|Zabierzów|*|Niecala|15|15|||*ŁÓDZKIE|MAŁOPOLSKIE|*WIELUŃSKI|krakowski|*WIERZCHLAS|Zabierzów
A1353296|Błędna nazwa ulicy 'Niegosławice'|28-425|28-425|*ZŁOTA PIŃCZOWSKA|Złota|*|Niegosławice|76|76|||*|ŚWIĘTOKRZYSKIE|*|pińczowski|*|Złota
A1901047|Błędna nazwa ulicy 'NIEMSTÓW'|37-611|37-611|CIESZANÓW|Cieszanów|*|NIEMSTÓW|87|87|||*|PODKARPACKIE|*|lubaczowski|*|Cieszanów
ZA1221282|Błędna nazwa ulicy 'Niepokalanej Marii Panny'|31-589|31-589|KRAKÓW|Kraków|*|Niepokalanej Marii Panny|7|7|||MAŁOPOLSKIE|MAŁOPOLSKIE|KRAKÓW|Kraków|KRAKÓW|Kraków
A1230321|Błędna nazwa ulicy 'Nieporaz'|32-066|32-066|ALWERNIA|Alwernia|*|Nieporaz|84|84|||*|MAŁOPOLSKIE|*|chrzanowski|*|Alwernia
A11939|Błędna nazwa ulicy 'Niwdurnego'|41-710|41-710|*RUDA SLASKA|Ruda Śląska|*|Niwdurnego|13|13|||*ŁÓDZKIE|ŚLĄSKIE|*WIELUŃSKI|Ruda Śląska|*WIERZCHLAS|Ruda Śląska
A1350671|Błędna nazwa ulicy 'Nowa Góra'|32-065|32-065|KRZESZOWICE|Krzeszowice|*|Nowa Góra|351|351|||*|MAŁOPOLSKIE|*|krakowski|*|Krzeszowice
A1353218|Błędna nazwa ulicy 'Nowa Góra'|32-065|32-065|KRZESZOWICE|Krzeszowice|*|Nowa Góra|123|123|||*|MAŁOPOLSKIE|*|krakowski|*|Krzeszowice
A1280181|Błędna nazwa ulicy 'Obońców Modlina'|30-733|30-733|KRAKÓW|Kraków|*|Obońców Modlina|11|11|||MAŁOPOLSKIE|MAŁOPOLSKIE|KRAKÓW|Kraków|KRAKÓW|Kraków
A1349595|Błędna nazwa ulicy 'Obrony Poczty Gdańskiej'|43-600|43-600|JAWORZNO|Jaworzno|*|Obrony Poczty Gdańskiej|64|64|||ŚLĄSKIE|ŚLĄSKIE|*|Jaworzno|*|Jaworzno
A1353323|Błędna nazwa ulicy 'Ochodza'|32-051|32-051|WIELKIE DROGI|Wielkie Drogi|*|Ochodza|108|108|||*|MAŁOPOLSKIE|*|krakowski|*|Skawina
A1348822|Błędna nazwa ulicy 'Okół'|27-423|27-423|BAŁTÓW|Bałtów|*|Okół|75a|75a|||*|ŚWIĘTOKRZYSKIE|*|ostrowiecki|*|Bałtów
A1185044|Błędna nazwa ulicy 'os II-Pułku Lotniczego'|31-868|31-868|KRAKÓW|Kraków|*|os II-Pułku Lotniczego|9|9|4|4|MAŁOPOLSKIE|MAŁOPOLSKIE|KRAKÓW|Kraków|KRAKÓW|Kraków
ZA1129|Błędna nazwa ulicy 'os,Oświecenia'|31-636|31-636|KRAKÓW|Kraków|*|os,Oświecenia|29|29|40|40|MAŁOPOLSKIE|MAŁOPOLSKIE|KRAKÓW|Kraków|KRAKÓW|Kraków
A2046|Błędna nazwa ulicy 'os. Boh.Września'|31-620|31-620|KRAKÓW|Kraków|*|os. Boh.Września|11|11|29|29|MAŁOPOLSKIE|MAŁOPOLSKIE|KRAKÓW|Kraków|KRAKÓW|Kraków
A1349019|Błędna nazwa ulicy 'OS. LEGIONÓW IM. DĄBROWSKIEGO'|33-100|33-100|TARNÓW|Tarnów|*|OS. LEGIONÓW IM. DĄBROWSKIEGO|3|3|20|20|MAŁOPOLSKIE|MAŁOPOLSKIE|*|Tarnów|*|Tarnów
A1205840|Błędna nazwa ulicy 'Os. Pulanki'|27-400|27-400|*OSTROWIEC SW.|Ostrowiec Świętokrzyski|*|Os. Pulanki|46|46|85|85|*MAŁOPOLSKIE|ŚWIĘTOKRZYSKIE|*KRAKÓW|ostrowiecki|*KRAKÓW|Ostrowiec Świętokrzyski
A1352772|Błędna nazwa ulicy 'os. Rosachy'|27-400|27-400|*OSTROWIEC ŚWIĘTOKRZY|Ostrowiec Świętokrzyski|*|os. Rosachy|16|16|40|40|*|ŚWIĘTOKRZYSKIE|*|ostrowiecki|*|Ostrowiec Świętokrzyski
A34330|Błędna nazwa ulicy 'OS. ZŁOTA-PODKOWA'|31-352|31-352|KRAKÓW|Kraków|*|OS. ZŁOTA-PODKOWA|6|6|5|5|MAŁOPOLSKIE|MAŁOPOLSKIE|KRAKÓW|Kraków|KRAKÓW|Kraków
A1344188|Błędna nazwa ulicy 'os. Złoty Wiek'|31-618|31-618|KRAKÓW|Kraków|*|os. Złoty Wiek|40|40|16|16|MAŁOPOLSKIE|MAŁOPOLSKIE|KRAKÓW|Kraków|KRAKÓW|Kraków
A1349966|Błędna nazwa ulicy 'os. Złoty Wiek'|31-616|31-616|*KAKÓW|Kraków|*|os. Złoty Wiek|18|18|17|17|*|MAŁOPOLSKIE|*|Kraków|*|Kraków
A1256743|Błędna nazwa ulicy 'os. ZWM'|||TRZEBINIA|Trzebinia|*|os. ZWM|8|8|35|35|*|ŚLĄSKIE|*|żywiecki|*|Świnna
A1348753|Błędna nazwa ulicy 'Os. ZWM'|32-540|32-540|TRZEBINIA|Trzebinia|*|Os. ZWM|15|15|15|15|*|MAŁOPOLSKIE|*|chrzanowski|*|Trzebinia
A9266|Błędna nazwa ulicy 'os.1000-lecia'|31-609|31-609|KRAKÓW|Kraków|*|os.1000-lecia|28|28|23|23|MAŁOPOLSKIE|MAŁOPOLSKIE|KRAKÓW|Kraków|KRAKÓW|Kraków
A1190478|Błędna nazwa ulicy 'os.1000-lecia'|32-400|32-400|*MYSLENICE|Myślenice|*|os.1000-lecia|32|32|5|5|*ŁÓDZKIE|MAŁOPOLSKIE|*WIELUŃSKI|myślenicki|*WIERZCHLAS|Myślenice
A3109|Błędna nazwa ulicy 'os.1000-lecia'|31-610|31-610|KRAKÓW|Kraków|*|os.1000-lecia|34|34|26|26|MAŁOPOLSKIE|MAŁOPOLSKIE|KRAKÓW|Kraków|KRAKÓW|Kraków
A1191219|Błędna nazwa ulicy 'os.1000-Lecia'|32-400|32-400|*MYSLENICE|Myślenice|*|os.1000-Lecia|24|24|38|38|*ŁÓDZKIE|MAŁOPOLSKIE|*WIELUŃSKI|myślenicki|*WIERZCHLAS|Myślenice
A1190648|Błędna nazwa ulicy 'os.1000lecia'|32-400|32-400|*MYSLENICE|Myślenice|*|os.1000lecia|31|31|26|26|*ŁÓDZKIE|MAŁOPOLSKIE|*WIELUŃSKI|myślenicki|*WIERZCHLAS|Myślenice
A1180402|Błędna nazwa ulicy 'os.2 Pułku Lotniczego'|31-867|31-867|KRAKÓW|Kraków|*|os.2 Pułku Lotniczego|6|6|11|11|MAŁOPOLSKIE|MAŁOPOLSKIE|KRAKÓW|Kraków|KRAKÓW|Kraków
A1349442|Błędna nazwa ulicy 'Os.700-lecia'|34-300|34-300|ŻYWIEC|Żywiec|*|Os.700-lecia|18|18|5|5|ŚLĄSKIE|ŚLĄSKIE|ŻYWIECKI|żywiecki|ŻYWIEC|Żywiec
ZA1277252|Błędna nazwa ulicy 'Os.700-lecia'|34-300|34-300|ŻYWIEC|Żywiec|*|Os.700-lecia|12|12|1|1|ŚLĄSKIE|ŚLĄSKIE|ŻYWIECKI|żywiecki|ŻYWIEC|Żywiec
A1189479|Błędna nazwa ulicy 'os.Boh.Wrzesnia'|31-621|31-621|*KRAKOW|Kraków|*|os.Boh.Wrzesnia|23|23|47|47|*ŁÓDZKIE|MAŁOPOLSKIE|*WIELUŃSKI|Kraków|*WIERZCHLAS|Kraków
A1191871|Błędna nazwa ulicy 'os.Boh.Wrzesnia'|31-621|31-621|*KRAKOW|Kraków|*|os.Boh.Wrzesnia|38|38|45|45|MAŁOPOLSKIE|MAŁOPOLSKIE|KRAKÓW|Kraków|KRAKÓW|Kraków
A1221303|Błędna nazwa ulicy 'os.Boh.Września'|31-620|31-620|KRAKÓW|Kraków|*|os.Boh.Września|10|10|13|13|MAŁOPOLSKIE|MAŁOPOLSKIE|KRAKÓW|Kraków|KRAKÓW|Kraków
A1233895|Błędna nazwa ulicy 'os.Boh.Września'|31-620|31-620|KRAKÓW|Kraków|*|os.Boh.Września|9|9|1|1|MAŁOPOLSKIE|MAŁOPOLSKIE|KRAKÓW|Kraków|KRAKÓW|Kraków
A472|Błędna nazwa ulicy 'os.Dywizjonu 303 nr'|31-875|31-875|KRAKÓW|Kraków|*|os.Dywizjonu 303 nr|46|46|25|25|MAŁOPOLSKIE|MAŁOPOLSKIE|KRAKÓW|Kraków|KRAKÓW|Kraków
A1591|Błędna nazwa ulicy 'os.Dywizjonu303'|31-875|31-875|KRAKÓW|Kraków|*|os.Dywizjonu303|46|46|15|15|MAŁOPOLSKIE|MAŁOPOLSKIE|KRAKÓW|Kraków|KRAKÓW|Kraków
A29040|Błędna nazwa ulicy 'os.II Płk.Lotniczego'|31-867|31-867|KRAKÓW|Kraków|*|os.II Płk.Lotniczego|9|9|8|8|MAŁOPOLSKIE|MAŁOPOLSKIE|KRAKÓW|Kraków|KRAKÓW|Kraków
A727|Błędna nazwa ulicy 'os.II Pułku Lotniczego'|31-870|31-870|Kraków|Kraków|*|os.II Pułku Lotniczego|50|50|4|4|MAŁOPOLSKIE|MAŁOPOLSKIE|KRAKÓW|Kraków|KRAKÓW|Kraków
A3789|Błędna nazwa ulicy 'os.II Pułku Lotniczego'|31-867|31-867|Kraków|Kraków|*|os.II Pułku Lotniczego|9|9|16|16|MAŁOPOLSKIE|MAŁOPOLSKIE|KRAKÓW|Kraków|KRAKÓW|Kraków
A1676|Błędna nazwa ulicy 'os.II Pułku Lotniczego'|31-867|31-867|Kraków|Kraków|*|os.II Pułku Lotniczego|3|3|113|113|MAŁOPOLSKIE|MAŁOPOLSKIE|KRAKÓW|Kraków|KRAKÓW|Kraków
A3969|Błędna nazwa ulicy 'os.II Pułku Lotniczego'|31-867|31-867|KRAKÓW|Kraków|*|os.II Pułku Lotniczego|3|3|125|125|MAŁOPOLSKIE|MAŁOPOLSKIE|KRAKÓW|Kraków|KRAKÓW|Kraków
A8834|Błędna nazwa ulicy 'os.II Pułku Lotniczego'|31-462|31-462|KRAKÓW|Kraków|*|os.II Pułku Lotniczego|16|16|106|106|MAŁOPOLSKIE|MAŁOPOLSKIE|KRAKÓW|Kraków|KRAKÓW|Kraków
A1196022|Błędna nazwa ulicy 'os.II Pułku Lotniczego'|31-868|31-868|KRAKÓW|Kraków|*|os.II Pułku Lotniczego|3|3|113|113|*ŁÓDZKIE|MAŁOPOLSKIE|*WIELUŃSKI|Kraków|*WIERZCHLAS|Kraków
A30499|Błędna nazwa ulicy 'os.II Pułku Lotniczego'|31-870|31-870|KRAKÓW|Kraków|*|os.II Pułku Lotniczego|42|42|11|11|*ŁÓDZKIE|MAŁOPOLSKIE|*WIELUŃSKI|Kraków|*WIERZCHLAS|Kraków
A1181734|Błędna nazwa ulicy 'os.II Pułku Lotniczego'|31-869|31-869|KRAKÓW|Kraków|*|os.II Pułku Lotniczego|29|29|36|36|MAŁOPOLSKIE|MAŁOPOLSKIE|KRAKÓW|Kraków|KRAKÓW|Kraków
A2570|Błędna nazwa ulicy 'Os.II Pułku Lotniczego'|31-868|31-868|Kraków|Kraków|*|Os.II Pułku Lotniczego|19|19|102|102|MAŁOPOLSKIE|MAŁOPOLSKIE|KRAKÓW|Kraków|KRAKÓW|Kraków
A126|Błędna nazwa ulicy 'Os.Jagielońskie'|31-836|31-836|*Krakow|Kraków|*|Os.Jagielońskie|32|32|18|18|MAŁOPOLSKIE|MAŁOPOLSKIE|KRAKÓW|Kraków|KRAKÓW|Kraków
A38958|Błędna nazwa ulicy 'os.Niepodleglosci'|31-861|31-861|KRAKóW|Kraków|*|os.Niepodleglosci|5|5|163|163|MAŁOPOLSKIE|MAŁOPOLSKIE|KRAKÓW|Kraków|KRAKÓW|Kraków
A1189278|Błędna nazwa ulicy 'os.Niepodleglosci'|31-861|31-861|*KRAKOW|Kraków|*|os.Niepodleglosci|9|9|7|7|*ŁÓDZKIE|MAŁOPOLSKIE|*WIELUŃSKI|Kraków|*WIERZCHLAS|Kraków
A1205868|Błędna nazwa ulicy 'Os.Pulanki'|27-400|27-400|*OSTROWIEC SW.|Ostrowiec Świętokrzyski|*|Os.Pulanki|3|3|16|16|*MAŁOPOLSKIE|ŚWIĘTOKRZYSKIE|*KRAKÓW|ostrowiecki|*KRAKÓW|Ostrowiec Świętokrzyski
A1189481|Błędna nazwa ulicy 'os.Sloneczne'|37-500|37-500|*JAROSLAW|Jarosław|*|os.Sloneczne|5|5|2|2|*ŁÓDZKIE|PODKARPACKIE|*WIELUŃSKI|jarosławski|*WIERZCHLAS|Jarosław
A1190607|Błędna nazwa ulicy 'os.Zlotego Wieku'|31-618|31-618|*KRAKOW|Kraków|*|os.Zlotego Wieku|65|65|14|14|*ŁÓDZKIE|MAŁOPOLSKIE|*WIELUŃSKI|Kraków|*WIERZCHLAS|Kraków
A1190387|Błędna nazwa ulicy 'os.Zlotego Wieku'|31-615|31-615|*KRAKOW|Kraków|*|os.Zlotego Wieku|10|10|102|102|MAŁOPOLSKIE|MAŁOPOLSKIE|KRAKÓW|Kraków|KRAKÓW|Kraków
A1189375|Błędna nazwa ulicy 'os.Zlotego Wieku'|31-618|31-618|*KRAKOW|Kraków|*|os.Zlotego Wieku|65|65|42|42|*ŁÓDZKIE|MAŁOPOLSKIE|*WIELUŃSKI|Kraków|*WIERZCHLAS|Kraków
A1182692|Błędna nazwa ulicy 'os.Złoty Wiek'|31-618|31-618|KRAKÓW|Kraków|*|os.Złoty Wiek|54|54|19|19|*ŁÓDZKIE|MAŁOPOLSKIE|*WIELUŃSKI|Kraków|*WIERZCHLAS|Kraków
A2218|Błędna nazwa ulicy 'os.ZWM'|32-540|32-540|TRZEBINIA|Trzebinia|*|os.ZWM|18|18|9|9|*ŁÓDZKIE|MAŁOPOLSKIE|*WIELUŃSKI|chrzanowski|*WIERZCHLAS|Trzebinia
A1196100|Błędna nazwa ulicy 'Osada Pałacowa'|24-100|24-100|PUŁAWY|Puławy|*|Osada Pałacowa|||||*ŁÓDZKIE|LUBELSKIE|*WIELUŃSKI|puławski|*WIERZCHLAS|Puławy
A1245663|Błędna nazwa ulicy 'OSIEDLNICZA'|44-164|44-164|KLESZCZÓW|Kleszczów|*|OSIEDLNICZA|12|12|||ŚLĄSKIE|ŚLĄSKIE|*GLIWICE|gliwicki|*GLIWICE|Rudziniec
A1349889|Błędna nazwa ulicy 'Osmeckiego'|35-506|35-506|RZESZÓW|Rzeszów|*|Osmeckiego|29|29|14|14|*|PODKARPACKIE|*|Rzeszów|*|Rzeszów
A1353447|Błędna nazwa ulicy 'Ostrowy Tuszowskie'|36-106|36-106|TRZĘSÓWKA|Trzęsówka|*|Ostrowy Tuszowskie|108|108|||*|PODKARPACKIE|*|kolbuszowski|*|Cmolas
A1349256|Błędna nazwa ulicy 'Oś .Stawki'|27-400|27-400|*OSTROWIEC ŚW.|Ostrowiec Świętokrzyski|*|Oś .Stawki|74|74|30|30|*|ŚWIĘTOKRZYSKIE|*|ostrowiecki|*|Ostrowiec Świętokrzyski
A1360436|Błędna nazwa ulicy 'oś,Robotnicze'|42-520|42-520|DĄBROWA GÓRNICZA|Dąbrowa Górnicza|*|oś,Robotnicze|7a|7a|17|17|ŚLĄSKIE|ŚLĄSKIE|DĄBROWA GÓRNICZA|Dąbrowa Górnicza|DĄBROWA GÓRNICZA|Dąbrowa Górnicza
A1349200|Błędna nazwa ulicy 'Oś. Zwm'|32-540|32-540|TRZEBINIA|Trzebinia|*|Oś. Zwm|11|11|37|37|*|MAŁOPOLSKIE|*|chrzanowski|*|Trzebinia
A1349323|Błędna nazwa ulicy 'Oś. Zwn'|32-540|32-540|TRZEBINIA|Trzebinia|*|Oś. Zwn|5|5|28|28|*|MAŁOPOLSKIE|*|chrzanowski|*|Trzebinia
A1351715|Błędna nazwa ulicy 'Oś..Na Stoku'|25-437|25-437|KIELCE|Kielce|*|Oś..Na Stoku|30|30|47|47|ŚWIĘTOKRZYSKIE|ŚWIĘTOKRZYSKIE|*|Kielce|*|Kielce
A28468|Błędna nazwa ulicy 'oś.1000-Lecia'|31-608|31-608|*KRAKOW|Kraków|*|oś.1000-Lecia|24|24|32|32|MAŁOPOLSKIE|MAŁOPOLSKIE|KRAKÓW|Kraków|KRAKÓW|Kraków
A15832|Błędna nazwa ulicy 'oś.2 Pułku Lotniczego'|31-870|31-870|KRAKÓW|Kraków|*|oś.2 Pułku Lotniczego|45|45|10|10|MAŁOPOLSKIE|MAŁOPOLSKIE|KRAKÓW|Kraków|KRAKÓW|Kraków
A26807|Błędna nazwa ulicy 'oś.2 Pułku Lotniczego'|30-065|30-065|KRAKÓW|Kraków|*|oś.2 Pułku Lotniczego|13|13|17|17|MAŁOPOLSKIE|MAŁOPOLSKIE|KRAKÓW|Kraków|KRAKÓW|Kraków
A1245242|Błędna nazwa ulicy 'Oś.Boh.Września'|31-620|31-620|KRAKÓW|Kraków|*|Oś.Boh.Września|2A|2A|32|32|MAŁOPOLSKIE|MAŁOPOLSKIE|KRAKÓW|Kraków|KRAKÓW|Kraków
A26481|Błędna nazwa ulicy 'oś.Złoty Wiek'|31-616|31-616|*KRAKOW|Kraków|*|oś.Złoty Wiek|18|18|51|51|MAŁOPOLSKIE|MAŁOPOLSKIE|KRAKÓW|Kraków|KRAKÓW|Kraków
A1183071|Błędna nazwa ulicy 'oś.Złoty Wiek'|31-618|31-618|KRAKÓW|Kraków|*|oś.Złoty Wiek|34|34|43|43|*ŁÓDZKIE|MAŁOPOLSKIE|*WIELUŃSKI|Kraków|*WIERZCHLAS|Kraków
A1175221|Błędna nazwa ulicy 'ośKlimeckiego'|21-400|21-400|ŁUKÓW|Łuków|*|ośKlimeckiego|13|13|33|33|LUBELSKIE|LUBELSKIE|ŁUKOWSKI|łukowski|ŁUKÓW|Łuków
A1258694|Błędna nazwa ulicy 'Owczary'|32-088|32-088|PRZYBYSŁAWICE|Przybysławice|*|Owczary|165|165|1|1|MAŁOPOLSKIE|MAŁOPOLSKIE|*KRAKÓW|krakowski|*KRAKÓW|Zielonki
T3811|Błędna nazwa ulicy 'Pabiednik Mały'|32-125|32-125|*WARZEŃCZYCE|Wawrzeńczyce|*|Pabiednik Mały|67|67|||*|MAŁOPOLSKIE|*|krakowski|*|Igołomia-Wawrzeńczyce
A1352724|Błędna nazwa ulicy 'Padereckiego'|37-450|37-450|STALOWA WOLA|Stalowa Wola|*|Padereckiego|5|5|||*|PODKARPACKIE|*|stalowowolski|*|Stalowa Wola
A14618|Błędna nazwa ulicy 'Palac Kultury i Nauki'|00-901|00-901|WARSZAWA|Warszawa|*|Palac Kultury i Nauki|||||*ŁÓDZKIE|MAZOWIECKIE|*WIELUŃSKI|Warszawa|*WIERZCHLAS|Warszawa
A1353427|Błędna nazwa ulicy 'Palikówka'|36-973|36-973|STRAŻÓW|Strażów|*|Palikówka|276|276|||*|PODKARPACKIE|*|rzeszowski|*|Krasne
A10228|Błędna nazwa ulicy 'Pałac Kultury i Nauki'|00-901|00-901|WARSZAWA|Warszawa|*|Pałac Kultury i Nauki|||||*ŁÓDZKIE|MAZOWIECKIE|*|Warszawa|*|Warszawa
A14867|Błędna nazwa ulicy 'Pałac Kultury i Nauki'|00-901|00-901|WARSZAWA|Warszawa|*|Pałac Kultury i Nauki|||||*ŁÓDZKIE|MAZOWIECKIE|*WIELUŃSKI|Warszawa|*WIERZCHLAS|Warszawa
A20252|Błędna nazwa ulicy 'Pałac Kultury i Nauki'|00-901|00-901|WARSZAWA|Warszawa|*|Pałac Kultury i Nauki|||||*ŁÓDZKIE|MAZOWIECKIE|*WIELUŃSKI|Warszawa|*WIERZCHLAS|Warszawa
A1194686|Błędna nazwa ulicy 'Pałac Kultury i Nauki'|00-901|00-901|WARSZAWA|Warszawa|*|Pałac Kultury i Nauki|||||*ŁÓDZKIE|MAZOWIECKIE|*WIELUŃSKI|Warszawa|*WIERZCHLAS|Warszawa
A1185718|Błędna nazwa ulicy 'Pałac Kultury i Nauki'|00-901|00-901|WARSZAWA|Warszawa|*|Pałac Kultury i Nauki|||||*ŁÓDZKIE|MAZOWIECKIE|*WIELUŃSKI|Warszawa|*WIERZCHLAS|Warszawa
A29188|Błędna nazwa ulicy 'PAŁAC KULTURY I NAUKI'|00-901|00-901|WARSZAWA|Warszawa|*|PAŁAC KULTURY I NAUKI|||||*ŁÓDZKIE|MAZOWIECKIE|*WIELUŃSKI|Warszawa|*WIERZCHLAS|Warszawa
A1205098|Błędna nazwa ulicy 'Parczówek'|26-303|26-303|PETRYKOZY|Petrykozy|*|Parczówek|55|55|||*MAŁOPOLSKIE|ŁÓDZKIE|*KRAKÓW|pabianicki|*KRAKÓW|Pabianice
A1190301|Błędna nazwa ulicy 'Paszczyna'|32-132|32-132|DĘBICA|Dębica|*|Paszczyna|159|159|||PODKARPACKIE|PODKARPACKIE|DĘBICKI|dębicki|DĘBICA|Dębica
A1190535|Błędna nazwa ulicy 'Pawel Mała'|34-331|34-331|ŻYWIEC|Żywiec|*|Pawel Mała|308|308|||ŚLĄSKIE|ŚLĄSKIE|ŻYWIECKI|żywiecki|ŻYWIEC|Żywiec
