ID|Komunikat|Kod_Źródło|Kod_Wynik|Miasto_Źródło|Miasto_Wynik|Ulica_Źródło|Ulica_Wynik|Budynek_Źródło|Budynek_Wynik|Lokal_Źródło|Lokal_Wynik|Wojewodztwo_Źródło|Wojewodztwo_Wynik|Powiat_Źródło|Powiat_Wynik|Gmina_Źródło|Gmina_Wynik
A1273875|Nazwa miejscowości jest wymagana|*||*||*Nieznana -z Fizyki||*||*||*||*||*|
A1281242|Nazwa miejscowości jest wymagana|*39-432||*||*Zakole||*8||*30||*||*||*|
A1281243|Nazwa miejscowości jest wymagana|*32-432||*||*||*594||*||*||*||*|
A1281244|Nazwa miejscowości jest wymagana|*30-668||*||*Wlotowa||*8||*47||*||*||*|
A1281249|Nazwa miejscowości jest wymagana|*28-200||*||*A. Mickiewicza||*12||*1||*||*||*|
A1281250|Nazwa miejscowości jest wymagana|*30-612||*||*Witosa||*17||*49||*||*||*|
A1281254|Nazwa miejscowości jest wymagana|*28-200||*||*11 - go Listopada||*60||*||*||*||*|
A1281262|Nazwa miejscowości jest wymagana|*37-300||*||*Kołłątaja||*5||*8||*||*||*|
A1281275|Nazwa miejscowości jest wymagana|*27-400||*||*Żeromskiego||*16||*||*||*||*|
A1281285|Nazwa miejscowości jest wymagana|*22-470||*||*Zamojska||*8||*7||*||*||*|
A1281286|Nazwa miejscowości jest wymagana|*32-020||*||*os. W.Pola||*16||*51||*||*||*|
A1281287|Nazwa miejscowości jest wymagana|*32-540||*||*Starowiejska||*38||*||*||*||*|
A1281288|Nazwa miejscowości jest wymagana|*26-110||*||*1-go Maja||*234||*||*||*||*|
A1281290|Nazwa miejscowości jest wymagana|*32-590||*||*Słowicza||*4||*||*||*||*|
A1281292|Nazwa miejscowości jest wymagana|*44-370||*||*Armii Krajowej||*7||*||*||*||*|
A1281293|Nazwa miejscowości jest wymagana|*67-224||*||*||*36c||*1||*||*||*|
A1281295|Nazwa miejscowości jest wymagana|*28-100||*||*os. Piłsudskiego||*6||*10||*||*||*|
A1281296|Nazwa miejscowości jest wymagana|*32-064||*||*||*38||*||*||*||*|
A1281297|Nazwa miejscowości jest wymagana|*43-400||*||*Kamienna||*1||*16||*||*||*|
A1281299|Nazwa miejscowości jest wymagana|*28-320||*||*Witosa||*4||*8||*||*||*|
A1281300|Nazwa miejscowości jest wymagana|*39-300||*||*Ducha Świętego||*11||*13||*||*||*|
A1281301|Nazwa miejscowości jest wymagana|*97-200||*||*Zamenhofa||*6||*3||*||*||*|
A1281309|Nazwa miejscowości jest wymagana|*59-300||*||*Orla||*7||*1||*||*||*|
A1281313|Nazwa miejscowości jest wymagana|*37-700||*||*3-go Maja||*38B||*74||*||*||*|
A1281314|Nazwa miejscowości jest wymagana|*38-523||*||*||*231||*||*||*||*|
A1281315|Nazwa miejscowości jest wymagana|*31-611||*||*Sas-Zubrzyckiego||*7||*9||*||*||*|
A1281316|Nazwa miejscowości jest wymagana|*39-400||*||*Jana Matejki||*2||*42||*||*||*|
A1281317|Nazwa miejscowości jest wymagana|*32-510||*||*Granitowa||*3||*20||*||*||*|
A1281318|Nazwa miejscowości jest wymagana|*30-864||*||*Rakuś||*86||*||*||*||*|
A1281319|Nazwa miejscowości jest wymagana|*32-650||*||*Żwirki i Wigury||*10||*||*||*||*|
A1281320|Nazwa miejscowości jest wymagana|*32-021||*||*||*171||*||*||*||*|
A1281321|Nazwa miejscowości jest wymagana|*31-621||*||*Bohaterów Września||*54||*16||*||*||*|
A1374992|Nazwa miejscowości jest wymagana|*||*||*UL.JASIONKA||*8||*||*||*||*|
A1374993|Nazwa miejscowości jest wymagana|*||*||*MODRZEJEWSKIEJ||*9||*||*||*||*|
A1374994|Nazwa miejscowości jest wymagana|*||*||*ZĘBOCIN||*42||*||*||*||*|
A1374995|Nazwa miejscowości jest wymagana|*||*||*KOŚCIUSZKI||*61||*17||*||*||*|
A1374997|Nazwa miejscowości jest wymagana|*||*||*OS. ZŁOTEGO WIEKU||*69||*9||*||*||*|
A1375000|Nazwa miejscowości jest wymagana|*||*||*PONIATOWSKIEGO||*28||*15||*||*||*|
A1375001|Nazwa miejscowości jest wymagana|*||*||*WIŚNIOWA||*45||*||*||*||*|
A1375008|Nazwa miejscowości jest wymagana|*||*||*OS. ZŁOTEGO WIEKU||*10||*40||*||*||*|
A1375012|Nazwa miejscowości jest wymagana|*||*||*KROKUSOWA||*3||*10||*||*||*|
A1375017|Nazwa miejscowości jest wymagana|*||*||*ŚCIEGIENNEGO||*69||*51||*||*||*|
A1375021|Nazwa miejscowości jest wymagana|*||*||*GWIZDANÓW||*1||*2||*||*||*|
A1375024|Nazwa miejscowości jest wymagana|*||*||*CZERNICHÓW||*22||*||*||*||*|
A1375025|Nazwa miejscowości jest wymagana|*||*||*RYDLA||*37||*116||*||*||*|
A1375030|Nazwa miejscowości jest wymagana|*||*||*PŁASZOWSKA||*38A||*6||*||*||*|
A1375031|Nazwa miejscowości jest wymagana|*||*||*CHMIELENIEC||*6||*41||*||*||*|
A1375040|Nazwa miejscowości jest wymagana|*||*||*PILOTÓW||*26||*127||*||*||*|
A1375043|Nazwa miejscowości jest wymagana|*||*||*MYSŁAWCZYCE||*12||*||*||*||*|
A1375050|Nazwa miejscowości jest wymagana|*||*||*WIŚNIOWA||*375||*||*||*||*|
A1375051|Nazwa miejscowości jest wymagana|*||*||*PISARY||*126||*||*||*||*|
A1375054|Nazwa miejscowości jest wymagana|*||*||*PIECZONOGI||*4||*||*||*||*|
A1375056|Nazwa miejscowości jest wymagana|*||*||*KLIMONTÓW||*266||*||*||*||*|
A1375058|Nazwa miejscowości jest wymagana|*||*||*UL.MŁYŃSKA||*7||*58||*||*||*|
A1375059|Nazwa miejscowości jest wymagana|*||*||*KURCZABA||*33||*26||*||*||*|
A1375065|Nazwa miejscowości jest wymagana|*||*||*STARA WIEŚ||*852||*||*||*||*|
A1375070|Nazwa miejscowości jest wymagana|*||*||*KOKOTÓW||*469||*||*||*||*|
A1375071|Nazwa miejscowości jest wymagana|*||*||*MOCHNANIEC||*37||*||*||*||*|
A1375074|Nazwa miejscowości jest wymagana|*||*||*DWORCOWA||*10||*10||*||*||*|
A1375076|Nazwa miejscowości jest wymagana|*||*||*OS. ALBERTYŃSKIE||*28||*110||*||*||*|
A1375081|Nazwa miejscowości jest wymagana|*||*||*TRYBUNY LUDÓW||*44||*11||*||*||*|
A1375088|Nazwa miejscowości jest wymagana|*||*||*STANISŁAW DOLNY||*108||*||*||*||*|
A1375089|Nazwa miejscowości jest wymagana|*||*||*STRONIE||*252||*||*||*||*|
A1375093|Nazwa miejscowości jest wymagana|*||*||*BODZANÓW||*205||*||*||*||*|
A1375098|Nazwa miejscowości jest wymagana|*||*||*SŁONECZNA||*80||*||*||*||*|
A1375101|Nazwa miejscowości jest wymagana|*||*||*BUKOWSKA||*7||*14||*||*||*|
A1375107|Nazwa miejscowości jest wymagana|*||*||*MACKIEWICZA||*23||*30||*||*||*|
A1375108|Nazwa miejscowości jest wymagana|*||*||*PODGÓRKI TYNIECKIE||*118||*||*||*||*|
A1375114|Nazwa miejscowości jest wymagana|*||*||*LEA||*114A||*30||*||*||*|
A1375119|Nazwa miejscowości jest wymagana|*||*||*A||*||*||*||*||*|
A1375121|Nazwa miejscowości jest wymagana|*||*||*GRĘBOCIN||*19||*||*||*||*|
A1375125|Nazwa miejscowości jest wymagana|*||*||*OLSZANA||*26||*||*||*||*|
A1375126|Nazwa miejscowości jest wymagana|*||*||*KOZIELSKA||*81||*18||*||*||*|
A1375137|Nazwa miejscowości jest wymagana|*||*||*LISZKI||*330||*||*||*||*|
A1375138|Nazwa miejscowości jest wymagana|*||*||*TATARY||*12A||*||*||*||*|
A1375140|Nazwa miejscowości jest wymagana|*||*||*brONIEWSKIEGO||*16A||*3||*||*||*|
A1375141|Nazwa miejscowości jest wymagana|*||*||*I BRYGADY||*34||*73||*||*||*|
A1375144|Nazwa miejscowości jest wymagana|*||*||*KRÓLOWEJ JADWIGI||*33||*||*||*||*|
A1375146|Nazwa miejscowości jest wymagana|*||*||*WOLA WIĘCŁAWSKA||*82||*||*||*||*|
A1375149|Nazwa miejscowości jest wymagana|*||*||*KRAKOWSKA||*7A||*||*||*||*|
A1375158|Nazwa miejscowości jest wymagana|*||*||*WYSOCICE||*134||*||*||*||*|
A1375160|Nazwa miejscowości jest wymagana|*||*||*RYNEK||*26||*||*||*||*|
A1375163|Nazwa miejscowości jest wymagana|*||*||*BRZEŹNICKA||*21||*||*||*||*|
A1375169|Nazwa miejscowości jest wymagana|*||*||*BATALIONÓW CHŁOPSKICH||*5||*45||*||*||*|
A1375170|Nazwa miejscowości jest wymagana|*||*||*WIELICKA||*82A||*45||*||*||*|
A1375176|Nazwa miejscowości jest wymagana|*||*||*PRZYTKOWICE||*357||*||*||*||*|
A1375177|Nazwa miejscowości jest wymagana|*||*||*KAPELANKA||*8||*55||*||*||*|
A1375178|Nazwa miejscowości jest wymagana|*||*||*OS. SIKORSKIEGO||*11||*45||*||*||*|
A1375179|Nazwa miejscowości jest wymagana|*||*||*OS. CZATKOWICE||*173||*1||*||*||*|
A1375181|Nazwa miejscowości jest wymagana|*||*||*OS. PIASTÓW||*28||*21||*||*||*|
A1375182|Nazwa miejscowości jest wymagana|*||*||*ARMII LUDOWEJ||*33||*||*||*||*|
A1375183|Nazwa miejscowości jest wymagana|*||*||*UL.ODRZAŃSKA||*10A||*31||*||*||*|
A1375187|Nazwa miejscowości jest wymagana|*||*||*NAD SUDOŁEM||*10||*10||*||*||*|
A1375190|Nazwa miejscowości jest wymagana|*||*||*BOREK SZLACHECKI||*61||*||*||*||*|
A1375191|Nazwa miejscowości jest wymagana|*||*||*NOWOSĄDECKA||*1||*1||*||*||*|
A1375194|Nazwa miejscowości jest wymagana|*||*||*TROJANOWICE||*1||*||*||*||*|
A1375200|Nazwa miejscowości jest wymagana|*||*||*KOŚCIUSZKI||*25||*18||*||*||*|
A1375207|Nazwa miejscowości jest wymagana|*||*||*NA BŁONIE||*3B||*109||*||*||*|
A1375213|Nazwa miejscowości jest wymagana|*||*||*POMORSKA||*162||*||*||*||*|
A1375215|Nazwa miejscowości jest wymagana|*||*||*OS. OŚWIECENIA||*10||*99||*||*||*|
A1375217|Nazwa miejscowości jest wymagana|*||*||*STARZYŃSKIEGO||*15||*27||*||*||*|
A1279283|Nazwa miejscowości jest wymagana|*26-331||*||*Januszewice||*39||*||*||*||*|
A1279289|Nazwa miejscowości jest wymagana|*28-300||*||*Dalechowy||*2||*||*||*||*|
A1279290|Nazwa miejscowości jest wymagana|*33-330||*||*Siołkowa||*73||*||*||*||*|
A1279291|Nazwa miejscowości jest wymagana|*38-220||*||*Wola Dębowska||*158||*||*||*||*|
A1279299|Nazwa miejscowości jest wymagana|*28-336||*||*Rytwiny||*12||*||*||*||*|
A1284044|Nazwa miejscowości jest wymagana|*27-600||*||*Milberta||*8||*4||*||*||*|
A1279521|Nazwa miejscowości jest wymagana|*37-418||*||*Bystre||*111||*||*||*||*|
A1284045|Nazwa miejscowości jest wymagana|*33-102||*||*Niedomicka||*22 a||*||*||*||*|
A1281322|Nazwa miejscowości jest wymagana|*34-513||*||*||*97||*||*||*||*|
A1281324|Nazwa miejscowości jest wymagana|*44-280||*||*Krzyżkowicka||*41||*||*||*||*|
A1281325|Nazwa miejscowości jest wymagana|*34-100||*||*Bohaterów Monte Cassino||*20||*||*||*||*|
A1281328|Nazwa miejscowości jest wymagana|*26-110||*||*Wschodnia||*30||*||*||*||*|
A1281329|Nazwa miejscowości jest wymagana|*67-200||*||*Kasztelańska||*9||*8||*||*||*|
A1281330|Nazwa miejscowości jest wymagana|*39-432||*||*3-go Maja||*12||*24||*||*||*|
A1281333|Nazwa miejscowości jest wymagana|*34-335||*||*||*219||*||*||*||*|
A1281335|Nazwa miejscowości jest wymagana|*37-700||*||*Hoffmanowej||*9||*39||*||*||*|
A1281337|Nazwa miejscowości jest wymagana|*33-100||*||*Limanowskiego||*9||*6||*||*||*|
A1281345|Nazwa miejscowości jest wymagana|*44-286||*||*os. XXX-lecia||*114||*8||*||*||*|
A1281346|Nazwa miejscowości jest wymagana|*30-682||*||*os. Spółdzielców||*4||*61||*||*||*|
A1281347|Nazwa miejscowości jest wymagana|*38-300||*||*Słoneczna||*3||*16||*||*||*|
A1281358|Nazwa miejscowości jest wymagana|*28-221||*||*Osiedlowa||*3||*||*||*||*|
A1281362|Nazwa miejscowości jest wymagana|*26-410||*||*os. Mieszka I||*6||*11||*||*||*|
A1281364|Nazwa miejscowości jest wymagana|*30-382||*||*Kobierzyńska||*96||*131||*||*||*|
A1281365|Nazwa miejscowości jest wymagana|*27-400||*||*os. Pułanki||*26||*48||*||*||*|
A1281367|Nazwa miejscowości jest wymagana|*26-040||*||*Kamionki||*58||*2||*||*||*|
A1281370|Nazwa miejscowości jest wymagana|*42-200||*||*Bienia||*16||*47||*||*||*|
A1281373|Nazwa miejscowości jest wymagana|*33-173||*||*||*371||*||*||*||*|
A1281375|Nazwa miejscowości jest wymagana|*31-319||*||*Czerwińskiego||*10||*73||*||*||*|
A1277242|Nazwa miejscowości jest wymagana|*39-400||*||*M. Dąbrowskiej||*16||*31||*PODKARPACKIE||*||*|
A1283428|Nazwa miejscowości jest wymagana|*30-611||*||*Bojki||*7||*2||*||*||*|
A1283422|Nazwa miejscowości jest wymagana|*33-100||*||*Do Prochowni||*18||*||*||*||*|
A1283425|Nazwa miejscowości jest wymagana|*28-230||*||*Królowej Jadwigi||*12||*3||*||*||*|
A1283426|Nazwa miejscowości jest wymagana|*32-823||*||*||*22||*||*||*||*|
A1283429|Nazwa miejscowości jest wymagana|*39-400||*||*Wyspiańskiego||*2 a||*66||*||*||*|
A1283431|Nazwa miejscowości jest wymagana|*30-061||*||*al. Krasińskiego||*32||*2||*||*||*|
A1283433|Nazwa miejscowości jest wymagana|*32-086||*||*||*17||*||*||*||*|
A1283434|Nazwa miejscowości jest wymagana|*34-620||*||*||*109||*||*||*||*|
A1283435|Nazwa miejscowości jest wymagana|*30-306||*||*Konfederacka||*27||*10||*||*||*|
A1283436|Nazwa miejscowości jest wymagana|*39-400||*||*Mikołaja Kopernika||*24||*70||*||*||*|
A1283438|Nazwa miejscowości jest wymagana|*30-812||*||*Bieżanowska||*69 A||*||*||*||*|
A1283439|Nazwa miejscowości jest wymagana|*34-200||*||*Mickiewicza||*17||*3||*||*||*|
A1283441|Nazwa miejscowości jest wymagana|*22-400||*||*Listopadowa||*43||*3||*||*||*|
A1283442|Nazwa miejscowości jest wymagana|*39-300||*||*Kusocińskiego||*3||*36||*||*||*|
A1283443|Nazwa miejscowości jest wymagana|*39-300||*||*Bajana||*6||*1||*||*||*|
A1283444|Nazwa miejscowości jest wymagana|*30-399||*||*Sapalskiego||*67||*||*||*||*|
A1283445|Nazwa miejscowości jest wymagana|*38-300||*||*||*437||*||*||*||*|
A1283446|Nazwa miejscowości jest wymagana|*22-400||*||*Boh. Monte Cassino||*5||*||*||*||*|
A1281111|Nazwa miejscowości jest wymagana|*22-170||*||*Wschodnia||*26||*14||*||*||*|
A1283447|Nazwa miejscowości jest wymagana|*39-300||*||*Ducha Świętego||*25||*27||*||*||*|
A1283448|Nazwa miejscowości jest wymagana|*37-500||*||*||*91 A||*||*||*||*|
A1283449|Nazwa miejscowości jest wymagana|*22-400||*||*Kilińskiego||*29||*57||*||*||*|
A1283450|Nazwa miejscowości jest wymagana|*31-709||*||*Leszka Czarnego||*9||*||*||*||*|
A1283452|Nazwa miejscowości jest wymagana|*28-320||*||*Krakowska Duża||*38||*||*||*||*|
A1283453|Nazwa miejscowości jest wymagana|*32-042||*||*||*54||*||*||*||*|
A1283454|Nazwa miejscowości jest wymagana|*30-857||*||*Duża Góra||*41||*53||*||*||*|
A1283456|Nazwa miejscowości jest wymagana|*32-065||*||*os. Czatkowice||*216||*||*||*||*|
A1283457|Nazwa miejscowości jest wymagana|*32-085||*||*||*154||*||*||*||*|
A1283458|Nazwa miejscowości jest wymagana|*30-823||*||*Muzyków||*16||*||*||*||*|
A1283459|Nazwa miejscowości jest wymagana|*34-100||*||*Lwowska||*36||*12||*||*||*|
A1283460|Nazwa miejscowości jest wymagana|*38-200||*||*Kilińskiego||*3||*||*||*||*|
A1283461|Nazwa miejscowości jest wymagana|*30-611||*||*Wysłouchów||*10||*1||*||*||*|
A1283462|Nazwa miejscowości jest wymagana|*39-400||*||*Kopernika||*24||*54||*||*||*|
A1283464|Nazwa miejscowości jest wymagana|*30-837||*||*Aleksandry||*9||*83||*||*||*|
A1283465|Nazwa miejscowości jest wymagana|*32-400||*||*os. 1000 lecia||*33||*17||*||*||*|
A1283467|Nazwa miejscowości jest wymagana|*33-100||*||*Gojawiczyńskiej||*18||*||*||*||*|
A1283468|Nazwa miejscowości jest wymagana|*34-132||*||*Szumca||*2||*||*||*||*|
A1283469|Nazwa miejscowości jest wymagana|*34-786||*||*||*595||*||*||*||*|
A1283470|Nazwa miejscowości jest wymagana|*31-444||*||*Śliczna||*28||*24||*||*||*|
A1283471|Nazwa miejscowości jest wymagana|*32-332||*||*Kolejowa||*10||*||*||*||*|
A1283472|Nazwa miejscowości jest wymagana|*33-300||*||*Konstanty||*14||*||*||*||*|
A1283473|Nazwa miejscowości jest wymagana|*37-420||*||*Adama Asnyka||*8||*||*||*||*|
A1283474|Nazwa miejscowości jest wymagana|*30-309||*||*Miechowity||*10||*75||*||*||*|
A1283475|Nazwa miejscowości jest wymagana|*26-130||*||*Bugaj||*8||*6||*||*||*|
A1283476|Nazwa miejscowości jest wymagana|*32-422||*||*Cegielniana||*555||*||*||*||*|
A1283477|Nazwa miejscowości jest wymagana|*27-600||*||*Maciejowskiego||*40||*26||*||*||*|
A1283478|Nazwa miejscowości jest wymagana|*31-915||*||*os. Ogrodowe||*2||*12||*||*||*|
A1283479|Nazwa miejscowości jest wymagana|*37-700||*||*Klonowicza||*4||*||*||*||*|
A1283480|Nazwa miejscowości jest wymagana|*30-809||*||*Ściegiennego||*89||*40||*||*||*|
A1283481|Nazwa miejscowości jest wymagana|*30-809||*||*Ściegiennego||*89||*40||*||*||*|
A1283482|Nazwa miejscowości jest wymagana|*31-621||*||*Bohaterów Września||*21||*7||*||*||*|
A1283483|Nazwa miejscowości jest wymagana|*27-600||*||*Maciejowskiego||*8||*40||*||*||*|
A1283485|Nazwa miejscowości jest wymagana|*38-200||*||*3 Maja||*42||*16||*||*||*|
A1283486|Nazwa miejscowości jest wymagana|*22-600||*||*Kaściuszki||*34||*78||*||*||*|
A1283487|Nazwa miejscowości jest wymagana|*32-593||*||*A. Struga||*30||*||*||*||*|
A1283488|Nazwa miejscowości jest wymagana|*31-964||*||*os. Krakowiaków||*40||*1||*||*||*|
A1283489|Nazwa miejscowości jest wymagana|*32-500||*||*Wileńska||*12||*||*||*||*|
A1283490|Nazwa miejscowości jest wymagana|*41-221||*||*Kielecka||*16||*59||*||*||*|
A1283491|Nazwa miejscowości jest wymagana|*43-252||*||*Konopnickiej||*15||*||*||*||*|
A1283492|Nazwa miejscowości jest wymagana|*39-400||*||*Elizy Orzeszkowej||*5||*||*||*||*|
A1283493|Nazwa miejscowości jest wymagana|*23-472||*||*||*113||*||*||*||*|
A1330492|Nazwa miejscowości jest wymagana|*32-005||*||*Akacjowa||*6||*||*||*||*|
A1284011|Nazwa miejscowości jest wymagana|*34-300||*||*Wapienna||*9||*||*||*||*|
A1284012|Nazwa miejscowości jest wymagana|*31-946||*||*os. Teatralne||*20||*3||*||*||*|
A1284014|Nazwa miejscowości jest wymagana|*38-457||*||*Karpacka||*21||*||*||*||*|
A1284015|Nazwa miejscowości jest wymagana|*32-512||*||*Piłsudskiego||*44||*19||*||*||*|
A1284016|Nazwa miejscowości jest wymagana|*59-220||*||*Gwiezdna||*5||*||*||*||*|
A1284019|Nazwa miejscowości jest wymagana|*41-404||*||*Niepodległości||*19||*||*||*||*|
A1284021|Nazwa miejscowości jest wymagana|*44-217||*||*Orzepowicka||*22 b||*43||*||*||*|
A1284022|Nazwa miejscowości jest wymagana|*41-200||*||*Mariana Maliny||*28||*26||*||*||*|
A1284023|Nazwa miejscowości jest wymagana|*33-300||*||*I Płuku Strzelców||*8||*6||*||*||*|
A1284024|Nazwa miejscowości jest wymagana|*30-076||*||*Siemieńskiego||*1||*2||*||*||*|
A1284025|Nazwa miejscowości jest wymagana|*30-404||*||*Cegielniana||*20||*14||*||*||*|
A1284026|Nazwa miejscowości jest wymagana|*33-101||*||*Królowej Jadwigi||*14||*||*||*||*|
A1284027|Nazwa miejscowości jest wymagana|*22-400||*||*Brzozowa||*23 a||*6||*||*||*|
A1284028|Nazwa miejscowości jest wymagana|*38-500||*||*Sobieskiego||*22||*2||*||*||*|
A1284029|Nazwa miejscowości jest wymagana|*32-020||*||*||*10||*||*||*||*|
A1284030|Nazwa miejscowości jest wymagana|*41-705||*||*Sztolniowa||*11||*15||*||*||*|
A1284031|Nazwa miejscowości jest wymagana|*32-078||*||*||*24||*||*||*||*|
A1281114|Nazwa miejscowości jest wymagana|*38-400||*||*Czajkowskiego||*38||*38||*||*||*|
A1284032|Nazwa miejscowości jest wymagana|*97-200||*||*Graniczna||*37/39 a||*72/34||*||*||*|
A1284033|Nazwa miejscowości jest wymagana|*34-120||*||*Lenartowicza||*56||*||*||*||*|
A1284034|Nazwa miejscowości jest wymagana|*32-960||*||*os. Górali||*11||*25||*||*||*|
A1284035|Nazwa miejscowości jest wymagana|*32-020||*||*Zakole||*16||*||*||*||*|
A1284036|Nazwa miejscowości jest wymagana|*59-220||*||*Gwiezdna||*7||*21||*||*||*|
A1284037|Nazwa miejscowości jest wymagana|*28-200||*||*Wschodnia||*8 A||*10||*||*||*|
A1284038|Nazwa miejscowości jest wymagana|*32-067||*||*||*566||*||*||*||*|
A1284039|Nazwa miejscowości jest wymagana|*32-590||*||*Kolejowa||*23||*||*||*||*|
A1284041|Nazwa miejscowości jest wymagana|*39-451||*||*ks. J. Mastalerza||*8||*||*||*||*|
A1284042|Nazwa miejscowości jest wymagana|*34-200||*||*Kościelna||*5 B||*||*||*||*|
A1284046|Nazwa miejscowości jest wymagana|*22-400||*||*Wyszyńskiego||*48||*54||*||*||*|
A1284047|Nazwa miejscowości jest wymagana|*39-400||*||*Jana Matejki||*2||*||*||*||*|
A1284048|Nazwa miejscowości jest wymagana|*22-400||*||*Wyszyńskiego||*67||*13||*||*||*|
A1284049|Nazwa miejscowości jest wymagana|*33-131||*||*Bobrowska||*39||*||*||*||*|
A1284050|Nazwa miejscowości jest wymagana|*33-100||*||*Westerplatte||*14||*138||*||*||*|
A1284052|Nazwa miejscowości jest wymagana|*30-638||*||*Telimeny||*25||*9||*||*||*|
A1284053|Nazwa miejscowości jest wymagana|*31-381||*||*Cienista||*88||*6||*||*||*|
A1284054|Nazwa miejscowości jest wymagana|*39-300||*||*Gabrieli Zapolskiej||*1||*13||*||*||*|
A1284056|Nazwa miejscowości jest wymagana|*38-333||*||*||*29||*||*||*||*|
A1284057|Nazwa miejscowości jest wymagana|*33-300||*||*Konopnickiej||*28||*1||*||*||*|
A1284059|Nazwa miejscowości jest wymagana|*33-131||*||*Tarnowska||*16||*||*||*||*|
A1284060|Nazwa miejscowości jest wymagana|*39-400||*||*Sikorskiego||*3||*46||*||*||*|
A1284061|Nazwa miejscowości jest wymagana|*44-314||*||*Sosnowa||*20||*||*||*||*|
A1284062|Nazwa miejscowości jest wymagana|*43-514||*||*Nad Łękawką||*4||*||*||*||*|
A1284063|Nazwa miejscowości jest wymagana|*31-354||*||*Pasternik||*118||*||*||*||*|
A1284064|Nazwa miejscowości jest wymagana|*37-300||*||*Mickiewicza||*99||*||*||*||*|
A1284065|Nazwa miejscowości jest wymagana|*33-330||*||*Grunwaldzka||*43||*26||*||*||*|
A1284066|Nazwa miejscowości jest wymagana|*38-305||*||*||*547||*||*||*||*|
A1284068|Nazwa miejscowości jest wymagana|*30-399||*||*Sapalskiego||*35||*||*||*||*|
A1284069|Nazwa miejscowości jest wymagana|*39-300||*||*Tańskiego||*6||*32||*||*||*|
A1284070|Nazwa miejscowości jest wymagana|*33-316||*||*||*360||*||*||*||*|
A1284071|Nazwa miejscowości jest wymagana|*31-273||*||*Batalionów Skała AK||*6||*11||*||*||*|
A1284072|Nazwa miejscowości jest wymagana|*39-300||*||*Botaniczna||*2||*||*||*||*|
A1284073|Nazwa miejscowości jest wymagana|*38-300||*||*Kazimierza Wielkiego||*4||*||*||*||*|
A1189803|Nazwa miejscowości jest wymagana|*33-101||*||*Jagiełły||*162||*||*||*||*|
A1284077|Nazwa miejscowości jest wymagana|*31-228||*||*Pleszowska||*14||*||*||*||*|
A1330493|Nazwa miejscowości jest wymagana|*33-393||*||*||*1 D||*6||*||*||*|
A1282054|Nazwa miejscowości jest wymagana|*76-220||*||*||*||*||*||*||*|
A1283352|Nazwa miejscowości jest wymagana|*28-230||*||*Królowej Jadwigi||*6||*12||*||*||*|
A1278717|Nazwa miejscowości jest wymagana|*30-072||*||*Rostafińskiego||*8||*||*||*||*|
A1283353|Nazwa miejscowości jest wymagana|*39-300||*||*Kasprzaka||*32||*||*||*||*|
A1283354|Nazwa miejscowości jest wymagana|*40-871||*||*Tysiąclecia||*92||*215||*||*||*|
A1283355|Nazwa miejscowości jest wymagana|*30-150||*||*Armii Krajowej||*2||*103||*||*||*|
A1285769|Nazwa miejscowości jest wymagana|*38-340||*||*Słonczna||*22||*||*||*||*|
A1284529|Nazwa miejscowości jest wymagana|*32-300||*||*Strzelców Olkuskich||*5 A||*6||*||*||*|
A1284536|Nazwa miejscowości jest wymagana|*32-310||*||*Bogucińska||*53||*||*||*||*|
A1283349|Nazwa miejscowości jest wymagana|*||*||*św. Tomasza||*22||*16 a||*||*||*|
A1283343|Nazwa miejscowości jest wymagana|*38-500||*||*Robotnicza||*21||*10||*||*||*|
A1283344|Nazwa miejscowości jest wymagana|*28-300||*||*3 Maja||*2||*||*||*||*|
A1283345|Nazwa miejscowości jest wymagana|*34-400||*||*Na Skarpie||*5||*23||*||*||*|
A1283346|Nazwa miejscowości jest wymagana|*32-590||*||*Kolejowa||*23 a||*||*||*||*|
A1283348|Nazwa miejscowości jest wymagana|*32-340||*||*Rynek||*24||*||*||*||*|
A1283350|Nazwa miejscowości jest wymagana|*42-440||*||*Nowy Świat||*11||*||*||*||*|
A1283356|Nazwa miejscowości jest wymagana|*38-500||*||*Kochanowskiego||*11||*4||*||*||*|
A1283357|Nazwa miejscowości jest wymagana|*27-400||*||*Siennieńska||*158||*||*||*||*|
A1283358|Nazwa miejscowości jest wymagana|*32-332||*||*Niepodległości||*2||*48||*||*||*|
A1283371|Nazwa miejscowości jest wymagana|*31-605||*||*Topolowa||*46||*6||*||*||*|
A1283372|Nazwa miejscowości jest wymagana|*32-006||*||*||*226||*||*||*||*|
A1283373|Nazwa miejscowości jest wymagana|*38-500||*||*Dembowskiego||*7||*1||*||*||*|
A1283374|Nazwa miejscowości jest wymagana|*26-070||*||*Strażacka||*19 a||*||*||*||*|
A1283375|Nazwa miejscowości jest wymagana|*31-920||*||*os. Stalowe||*3||*25||*||*||*|
A1283376|Nazwa miejscowości jest wymagana|*37-741||*||*||*47 a||*||*||*||*|
A1283377|Nazwa miejscowości jest wymagana|*31-419||*||*Kwartowa||*22||*17||*||*||*|
A1283378|Nazwa miejscowości jest wymagana|*36-208||*||*||*15||*||*||*||*|
A1283379|Nazwa miejscowości jest wymagana|*62-504||*||*Kijaków||*14||*||*||*||*|
A1283380|Nazwa miejscowości jest wymagana|*32-300||*||*M. Bylicy||*2||*10||*||*||*|
A1283381|Nazwa miejscowości jest wymagana|*32-510||*||*Urzędnicza||*18||*19||*||*||*|
